id_version;NC;mWMC;mcBC
2557ccdb29c87c7bccb6eb35687d96ba97495a85;985;22.965483;0.021360619
277691157e1b145eb69284ec84b77bc6a073c67c;985;22.965483;0.021360619
e746961d1f5735226d786268eae0eef0213cf0c4;985;22.974619;0.02135483
51e3683dacb3ebd59d94de80f5728e0ac40599fe;985;22.974619;0.02135483
440fd21971a3a2329d0187bb7ffdae2223eeac55;985;22.974619;0.02135483
c3ff817836e61aa2a235ca53d5c01dc771f644f3;984;22.996952;0.021336716
7eefca20d3ed6c1a0ea8b4c4e2343e0b8893aba2;984;22.996952;0.021336716
1a94c2960f4f41da630b6ec21eda5d0fe338003f;984;22.996952;0.021322433
4d1e290fdfe8c0ceb9fdda0595fdf4fd86f9b754;987;23.035461;0.021286722
8d8808662f1fa130ae94f210397e8535de9094a6;987;23.037487;0.0212841
053687d8474bf5b84a1db3417109443398fdb1c0;987;23.037487;0.021284182
ff1452f4bbab7869b8ddf0c19f41e12149b86062;987;23.037487;0.021284265
344550427ad2db4b3fe732bb370f6142367cfa27;987;23.037487;0.021355728
70815ab86cf9e5f278ca50d89dfe275bbb2eabf9;987;23.037487;0.0213608
e34eadd8c746159e4d694599c7a82002d13a5e68;987;23.037487;0.021363545
461625fd1f7242a1223f8e73716e9f2b4e9fd8a5;987;23.02229;0.02137655
c1a6c13526273a319319d2dc8979e5b5b2c97531;987;23.021276;0.021377727
b42f388da5d4c11f6607596f2e7493cbed5d0e55;987;23.013172;0.021387797
c9f921412f96941ca201b04b8892aae78437c466;987;23.013172;0.021387797
080623849526ad1655be54482797aa606a822a17;987;23.013172;0.021387797
b14df3686d579607e6a862ae694027de238a0265;987;22.83688;0.021610184
42261eaab77c7c62f106aa6e8cbbb68ce0b03b6b;987;22.83688;0.021611996
ec3128440c02d29d74c8ebcaef6cbcec5ba3efee;987;22.83384;0.021615876
089b9a35fbcdde25ecbf13991eb4a2a7d661fb90;987;22.83384;0.021615876
33f2b58a55dfb8e299d33d4c83831d9e1ee2b6aa;987;22.831814;0.021617958
a732f3311f26220fcd89fb04fd9adc37b6659ac2;987;22.829786;0.021619866
274ae8dc032c0ced271cd51ec0db9ef6554cd91a;987;22.829786;0.021620208
756c2ac9e69ba74df7d7fe1dfce7826f0b848f17;987;22.830801;0.021618998
c3e74d859b3c351042ca4d5cffafca10c651eb89;987;22.834852;0.021614328
b6aa471b52a8d0df032ce09e49c143eacc6506ab;987;22.834852;0.02161467
0d122f81028fbde68748f9e7b58e878aef3809f8;987;22.834852;0.02161467
93e9352c2cf40d24c80e01d66df59a713a6edf2b;987;22.834852;0.021614328
b724172295b3c9fd733bf4119449134bf7bf0848;987;22.834852;0.02161467
275e0b5f85bde0af1260e3051bd5e8b74672df42;987;22.834852;0.02161467
7597c502c708e185e372ef7c0f2bca0efbeea4ec;987;22.834852;0.021615956
529291c3f7b06d331951cd799404304d9637122e;987;22.834852;0.021617074
ea218e422ad7171992c45c43661bb78cb2aff77c;987;22.834852;0.021615956
fbc85fbb23d08a33ef78cbc65a077a79c6c68df6;987;22.834852;0.021617243
e47b784fd461395f2816bebf5927ed7d5bde222f;987;22.834852;0.021617074
e0a00b9e505c5137e23be35a8cd2aa847d9f75f9;987;22.834852;0.02162118
40e9bb509020566f36d48d3e18c0b0b9b21ba2a7;987;22.835867;0.021620912
b660bb547ff303db184777a0011a9123499470d1;987;22.835867;0.021621177
da8b9aee8146d7ded19a7724321da650fdc8e8e6;987;22.835867;0.021624342
508eed9fe3238d5a4ad9a2be809e1084e0e7eb89;987;22.835867;0.021624342
88ef19902d5f1e0b79189047fd92be780c81ee3b;987;22.835867;0.021624342
4eca8fbd3d06f2ae8600b4f389d1a06d7b1d96a4;987;22.835867;0.021621177
6a23157c634f7a4284a4f57afa5d9bcf833b5927;987;22.835867;0.021624342
2a85da387a34eb58260f7c939d6df1faa9e9f5fe;987;22.835867;0.021624006
4522d956908cee8978732661fa7778ef2c8cb817;987;22.835867;0.02162375
ac838c3e1e30a5da506468f42125eeff040f3bd0;987;22.835867;0.02162375
c3cb77b6f3d5625edb222057b5ddfeabae12be9c;987;22.828773;0.021623384
5e998ebaf231f0191d53461889e3113fa67afd32;987;22.828773;0.021623384
191e1a29c169b6cd182066158451ce0e3abba388;987;22.828773;0.021623384
b158dde813d570ad9ffeb65916ab1318a952c5c7;987;22.828773;0.021623384
ed36547cf77672f7c47c11e5077bd2017c2c7833;987;22.835867;0.02162375
24d76ded7149e3896c25cd3a478373aae9b5bf09;987;23.005066;0.02140079
2aa60dd88cb944cd9f6423511f8daac391fb621b;987;23.005066;0.021410294
c0ed57e7e2003117a8f6966ee144c409c9fc2fb4;987;22.828773;0.021623384
